Date,Precipitation,AirTemp_Avg,AirTemp_Max,AirTemp_Min,Humidity_Avg,Humidity_Min,WindSpeed_Avg,WindSpeed_Max,Cloud_O,Cloud_H,SoilTemp_Avg,SoilTemp_Max,SoilTemp_Min,SaturationDeficit_Avg,SaturationDeficit_Max
2010-01-01 00:00:00,0,9.4,16.7,2.1,57,31,1.5,2,5,7,5,20,-2,5.6,12.9
2010-01-02 00:00:00,0,9.8,18,3.8,58,28,1.6,2,2,6,5,16,1,5.7,13.7
2010-01-03 00:00:00,0.3,9.1,14.1,4.7,61,48,1.1,3,2,6,5,11,0,4.7,7.9
2010-01-04 00:00:00,0,13.2,17.6,9.3,44,29,3.1,6,2,6,8,17,0,8.9,13.4
2010-01-05 00:00:00,2.4,11.6,18.7,8.7,60,41,2.5,4,3,3,8,24,3,5.9,11.7
2010-01-06 00:00:00,6.7,6.6,14.2,0.1,73,39,3.3,4,2,2,4,8,-1,3.5,9.5
2010-01-07 00:00:00,3.2,-2.5,1.6,-3.4,97,96,1.1,2,2,3,-1,0,-2,0.13,0.23
2010-01-08 00:00:00,0,-3.3,0.5,-6.5,87,73,1.3,3,3,1,-3,1,-6,0.64,1.43
2010-01-09 00:00:00,0,-4.5,0.1,-8.1,79,73,1.9,3,4,7,-4,2,-8,0.95,1.33
2010-01-10 00:00:00,0,-4.3,1.1,-9,70,55,2.3,4,3,7,-4,4,-10,1.4,2.8
2010-01-11 00:00:00,0,-2.6,5.5,-8,57,29,1.9,3,7,7,-4,8,-8,2.5,6.03
2010-01-12 00:00:00,0,0.7,11.5,-6.7,51,23,1.4,2,4,7,-2,12,-9,3.7,9.8
2010-01-13 00:00:00,0,5.5,10.4,-0.8,47,35,3.1,6,6,6,1,9,-4,5,7.5
2010-01-14 00:00:00,0,2.9,9.4,-1.3,70,49,1.5,2,2,4,0,6,-3,2.5,4.61
2010-01-15 00:00:00,8,5.4,9.6,3.2,89,70,2.3,5,3,3,2,5,-1,1.1,3.3
2010-01-16 00:00:00,5.8,7.6,12.3,4,86,74,1.4,3,2,2,5,13,2,1.6,3.4
2010-01-17 00:00:00,7.8,4.3,10.9,-3.7,81,58,2.9,4,3,3,3,7,-2,2.1,5.3
2010-01-18 00:00:00,0.9,-6,-1.9,-8.5,83,61,1,2,3,3,-6,0,-10,0.7,1.86
2010-01-19 00:00:00,0,-7.2,1.1,-13.7,72,56,1,2,1,7,-9,1,-16,1.2,2.53
2010-01-20 00:00:00,0.3,0.2,6.2,-9.5,61,47,1.3,3,4,1,-5,2,-18,2.5,4.48
2010-01-21 00:00:00,2,5.6,11.6,1.6,88,76,1.1,2,2,2,2,9,-2,1.3,3.1
2010-01-22 00:00:00,0,6.2,12.2,3.9,82,76,1.1,2,2,6,4,12,0,1.7,2.6
2010-01-23 00:00:00,3,6,7.6,3.4,93,90,0.5,2,2,2,4,8,1,0.65,1.03
2010-01-24 00:00:00,12,3.2,6.5,1.6,96,86,1.4,2,3,3,3,9,1,0.36,1.27
2010-01-25 00:00:00,0,4.1,10.3,-1,82,55,1.3,3,3,3,3,16,-3,1.8,5.4
2010-01-26 00:00:00,0,7,15.6,1.3,60,36,1.8,2,6,7,3,16,-3,4.5,10.8
2010-01-27 00:00:00,7.7,6.2,9.1,3.9,84,66,2.1,4,2,2,3,8,1,1.6,3.5
2010-01-28 00:00:00,3.9,0,4.5,-2.9,97,90,1.8,3,3,3,0,4,-2,0.19,0.55
2010-01-29 00:00:00,1.9,-1.7,3.2,-4.8,87,65,1.3,2,3,3,-2,4,-5,0.81,2.59
2010-01-30 00:00:00,0,5.2,14.6,-1.4,59,32,1.8,3,2,6,2,15,-4,4.2,10.8
2010-01-31 00:00:00,0,5.2,12.3,0.9,72,57,1.4,2,6,5,3,12,-2,2.7,5.3
2010-02-01 00:00:00,0,6,11.2,2.3,72,51,1.4,2,6,1,4,16,-2,3,6.2
2010-02-02 00:00:00,0,6.2,12.4,1.6,66,45,1.5,2,7,7,3,17,-2,3.8,7.5
2010-02-03 00:00:00,1.8,4.3,9.1,0.7,77,63,1.9,4,4,4,1,9,-3,1.9,3.54
2010-02-04 00:00:00,0,2.1,5.1,0.1,83,65,0.6,1,2,2,3,7,0,1.3,2.77
2010-02-05 00:00:00,0,3.7,9.7,0.3,75,53,1.9,5,2,5,3,14,-2,2.2,4.9
2010-02-06 00:00:00,7.7,2,5.8,-1.2,95,90,2.3,5,3,3,2,5,-1,0.37,0.69
2010-02-07 00:00:00,2.7,-1.9,-0.1,-3.1,91,88,1,2,2,3,-1,5,-2,0.51,0.72
2010-02-08 00:00:00,3.3,-3.5,-0.3,-5.5,93,88,0.9,2,3,3,-2,2,-4,0.32,0.58
2010-02-09 00:00:00,1.8,-7.8,-4,-10,84,70,1.1,3,2,3,-5,0,-12,0.55,1.13
2010-02-10 00:00:00,0,-7.2,-0.8,-12.9,75,53,1.1,2,7,7,-8,4,-16,1.1,2.42
2010-02-11 00:00:00,0,-5.6,-1.9,-8.6,81,69,1.3,2,6,1,-6,1,-12,0.81,1.55
2010-02-12 00:00:00,5.1,-5.8,-4.4,-6.7,91,87,0.6,1,2,2,-4,2,-7,0.37,0.52
2010-02-13 00:00:00,4,-7.5,-2.3,-9,90,82,0.3,1,2,3,-5,0,-10,0.37,0.64
2010-02-14 00:00:00,1.4,-8.9,-5.9,-11.5,85,72,0.9,2,3,3,-7,1,-13,0.49,0.93
2010-02-15 00:00:00,0,-10.8,-4.7,-15.9,77,63,1.5,2,7,7,-12,0,-18,0.71,1.43
2010-02-16 00:00:00,0,-7.8,0.7,-16.7,66,45,1.4,3,7,7,-12,4,-21,1.4,3.35
2010-02-17 00:00:00,0,2.9,12.1,-6,47,28,3.5,6,4,4,-4,3,-15,4.6,9.9
2010-02-18 00:00:00,18.2,4.4,8.9,2.6,87,63,3,5,3,3,1,5,-1,1.2,4
2010-02-19 00:00:00,13.4,4.3,6.6,2.3,93,89,1.8,3,2,2,3,7,1,0.61,1
2010-02-20 00:00:00,2.9,8.6,14.8,4.7,90,74,1.6,3,3,3,7,17,3,1.2,4.1
2010-02-21 00:00:00,16.5,9.9,14.4,7.3,94,82,0.9,2,3,3,9,16,5,0.79,2.9
2010-02-22 00:00:00,8.8,8,11.3,6.6,95,87,1.3,2,3,3,6,13,4,0.55,1.6
2010-02-23 00:00:00,0,13.1,20.2,6.8,63,35,1.9,3,2,6,11,26,3,6.7,14.3
2010-02-24 00:00:00,13.6,5.2,15.5,1.1,93,88,3.9,7,2,2,6,13,1,0.72,1.5
2010-02-25 00:00:00,7.8,4.1,9.2,1.7,92,77,1.3,2,2,2,5,18,0,0.68,2.4
2010-02-26 00:00:00,2.6,4.2,6.9,2.6,87,73,1.3,2,3,3,4,9,2,1.1,2.54
2010-02-27 00:00:00,0,5.2,9.6,1.9,74,63,1.9,3,6,4,5,19,-2,2.5,4.1
2010-02-28 00:00:00,0,6.7,12.1,1.9,70,53,1.4,2,2,2,5,17,-1,3.3,6.3
2010-03-01 00:00:00,18.3,7.7,10.5,6.4,88,71,0.9,2,2,2,6,11,2,1.3,3.4
2010-03-02 00:00:00,2.6,7.1,12.4,4.1,86,59,1.1,2,3,3,8,21,3,1.7,5.5
2010-03-03 00:00:00,0,9.1,16.2,4.4,58,33,2.1,3,5,7,8,23,0,5.5,11.3
2010-03-04 00:00:00,9.6,6.2,8.8,4.7,91,85,1.3,2,2,4,5,9,1,0.9,1.46
2010-03-05 00:00:00,3.6,8.5,14.6,6.2,88,77,1.1,3,2,2,8,18,4,1.5,3
2010-03-06 00:00:00,0,9.3,14.9,4.7,77,64,1.3,2,6,4,7,18,1,3.1,5.8
2010-03-07 00:00:00,0,12.7,17.7,9.6,63,49,1.5,2,2,4,11,22,6,5.7,9.8
2010-03-08 00:00:00,0,15.5,22.2,10.6,50,29,2.4,5,5,1,14,28,4,9.5,17.2
2010-03-09 00:00:00,0.5,9.7,17,6,81,51,2.1,4,3,3,9,12,7,2.8,8.6
2010-03-10 00:00:00,0,12.1,14.5,8.4,73,60,1.6,3,2,3,11,18,6,4,5.9
2010-03-11 00:00:00,0.3,14.9,19,6.7,54,37,4.9,11,2,6,14,30,8,8.6,12.8
2010-03-12 00:00:00,23,-2.8,6.7,-6.6,89,80,1.5,3,2,3,-2,8,-12,0.55,0.83
2010-03-13 00:00:00,0,2.9,11.7,-7,49,43,2.3,4,4,7,0,18,-12,4.1,7.2
2010-03-14 00:00:00,1.1,14.9,20.3,5.2,54,44,2.8,4,2,4,10,18,1,8.2,12.8
2010-03-15 00:00:00,2,13.8,21.7,7.2,74,47,1.6,3,2,6,13,25,6,5.3,12.8
2010-03-16 00:00:00,0,21.6,28.7,13.2,39,28,3,5,3,7,17,35,7,17,27.8
2010-03-17 00:00:00,0,18.8,22.8,11.9,48,32,2.5,4,4,4,15,29,10,12.2,18
2010-03-18 00:00:00,0.3,8.8,13.4,4.6,81,62,2.1,5,2,3,10,18,6,2.5,5.2
2010-03-19 00:00:00,0,12.7,20.1,7.7,74,60,1.9,5,5,4,13,28,6,4.1,8.2
2010-03-20 00:00:00,10.6,3,13.5,-0.5,83,64,2.8,7,2,6,5,12,0,1.6,4.3
2010-03-21 00:00:00,0,1.1,7.2,-3.9,68,38,1.3,2,7,7,5,21,-6,2.5,5.72
2010-03-22 00:00:00,0,3.5,12.7,-1.4,62,35,1.3,3,6,1,5,24,-2,3.6,8.2
2010-03-23 00:00:00,0,6.4,13.1,-0.4,62,36,1.3,2,4,7,8,29,-3,4.4,9.4
2010-03-24 00:00:00,0,8.4,13,3.4,65,49,2,4,6,4,10,27,0,4.2,7.3
2010-03-25 00:00:00,0,11.2,19.3,3.7,54,27,2.5,3,6,7,13,37,1,7.3,14.7
2010-03-26 00:00:00,0,12.2,17.9,4.9,48,33,2.1,3,2,4,11,24,4,7.8,12.6
2010-03-27 00:00:00,0,4.8,12.2,1.1,60,39,2.4,3,3,5,7,20,0,3.4,5.34
2010-03-28 00:00:00,0,3.4,14.3,-5.8,55,23,2.1,4,1,7,7,29,-6,4.8,11.8
2010-03-29 00:00:00,0,9.6,17.6,-0.8,45,26,2,3,6,1,10,31,-2,7.5,13.7
2010-03-30 00:00:00,0,12.5,20.3,5.7,43,20,2,3,3,3,14,37,1,9.2,18.6
2010-03-31 00:00:00,0,13.3,19.8,5.7,51,38,1.6,2,4,7,16,39,2,8.2,13.5
2010-04-01 00:00:00,0,15.2,21.6,7.9,49,34,1.9,3,6,1,18,40,4,9.6,16.3
2010-04-02 00:00:00,1.4,13.9,19.4,10.3,68,47,2.3,3,2,6,15,33,8,5.3,11.2
2010-04-03 00:00:00,21.3,11.3,14.7,9.6,85,69,2.3,3,2,2,12,20,8,2.1,4.1
2010-04-04 00:00:00,1.9,13,18,9.2,63,38,1.8,3,3,6,14,30,6,6.2,11.8
2010-04-05 00:00:00,0,13.1,19.6,6.8,53,32,2.3,3,4,7,16,38,4,8,15
2010-04-06 00:00:00,0.3,11.6,18.3,8.4,68,38,2.1,4,4,4,11,25,6,4.8,12.1
2010-04-07 00:00:00,2.2,10.5,15.1,7.9,87,67,0.9,2,2,2,13,24,8,1.9,5.3
2010-04-08 00:00:00,0,12.1,16.1,8.5,75,52,1,1,2,6,14,30,6,3.9,8.2
2010-04-09 00:00:00,0,13.7,20.2,7.6,68,52,1.5,3,6,7,17,38,6,5.8,10.9
2010-04-10 00:00:00,0,15.2,22.2,10.5,55,27,2.3,3,2,6,18,41,9,8.7,19.2
2010-04-11 00:00:00,19.9,15.7,21.2,12.7,79,61,2.1,5,2,2,17,34,13,4.1,8.8
2010-04-12 00:00:00,14.4,10.6,13.6,8.8,86,72,1.3,3,2,2,13,22,8,1.9,3.8
2010-04-13 00:00:00,1.5,12.6,17.5,7.3,74,54,1.3,2,5,6,15,31,5,4.3,8.6
2010-04-14 00:00:00,0,16.6,24.5,10.3,61,34,1.3,2,2,2,17,33,8,8.9,18.8
2010-04-15 00:00:00,5.5,15.5,21,11.9,78,63,3.4,7,2,2,15,28,11,4.1,6.3
2010-04-16 00:00:00,0,11.9,16.4,5.6,70,51,1.3,3,6,7,16,34,3,4.8,8.6
2010-04-17 00:00:00,0,12.9,18.5,6.4,63,33,1.4,2,1,7,17,40,3,6.4,13.9
2010-04-18 00:00:00,0,11.9,17.8,5.8,57,39,3.3,6,7,7,15,36,4,6.6,11.1
2010-04-19 00:00:00,0,13.3,20.2,6.2,46,33,3.8,5,7,7,17,41,2,9.1,14.5
2010-04-20 00:00:00,0,17,26,6.3,42,19,1.9,4,4,7,21,51,2,13,26.7
2010-04-21 00:00:00,0,18.7,25,12.8,43,31,1.5,2,4,7,22,47,8,12.8,20.6
2010-04-22 00:00:00,0,18,24.1,9.3,58,39,1.6,3,4,7,22,45,8,9.7,17.4
2010-04-23 00:00:00,0,19.2,26.4,12.8,51,32,2.3,6,7,7,22,51,10,12.3,22.3
2010-04-24 00:00:00,0,18.9,27,11.3,44,30,2.8,4,4,7,24,50,9,13.1,21.1
2010-04-25 00:00:00,0,20.6,27.2,13.8,53,41,1.3,3,7,7,25,48,11,12.3,20.3
2010-04-26 00:00:00,0,21.5,28,14.7,49,28,1.9,3,4,7,24,50,12,14.3,25.7
2010-04-27 00:00:00,2.8,18.3,25,14.2,69,54,1.8,3,2,3,21,38,14,6.9,11.9
2010-04-28 00:00:00,0,18.8,26,11.3,62,41,1.5,3,6,7,24,49,10,9.6,18.2
2010-04-29 00:00:00,2.3,15.5,20.3,8.9,62,50,2.4,7,3,6,21,40,10,7,10.4
2010-04-30 00:00:00,0,17.9,26.2,9.8,61,39,1.4,2,6,7,23,49,8,9.8,19.8
2010-05-01 00:00:00,17.8,15,21.5,13.4,82,64,2.1,3,2,2,17,27,13,3.3,6.8
2010-05-02 00:00:00,0,14.5,19.6,9.2,69,53,0.9,2,2,3,17,34,9,5.6,9.9
2010-05-03 00:00:00,0,16.5,23,11.1,68,47,1.5,3,5,4,21,46,9,7,14.1
2010-05-04 00:00:00,0,18.2,23.4,12.5,60,43,2,3,2,3,23,42,11,9.2,15.2
2010-05-05 00:00:00,0,18.6,25.9,12.2,59,44,1.9,3,4,1,24,48,10,9.8,18.5
2010-05-06 00:00:00,0,19.2,26.2,13.1,63,39,1.3,2,6,4,24,50,12,9.5,19.5
2010-05-07 00:00:00,0,19.5,26.1,12.2,67,48,0.9,2,4,7,25,49,10,8.8,17.3
2010-05-08 00:00:00,8.2,20.2,28.7,14.9,57,31,2.4,4,4,4,25,55,13,11.7,26
2010-05-09 00:00:00,0,21.4,27.7,13.8,52,38,1.4,2,6,6,24,45,12,13.3,22.1
2010-05-10 00:00:00,0,20.8,27.5,14.5,56,38,2.1,3,6,4,26,50,12,12.1,21.9
2010-05-11 00:00:00,6.3,18.3,23.6,14.1,67,50,2,3,2,4,20,35,12,7.3,13.5
2010-05-12 00:00:00,0,18.6,25.4,11.6,56,35,1.8,3,6,6,24,50,10,10.5,18.5
2010-05-13 00:00:00,0,19.7,26.4,10.9,42,30,1.9,3,1,7,26,51,10,14.2,22.9
2010-05-14 00:00:00,0,17.4,23.2,11.3,44,29,3.6,8,6,7,23,49,7,11.9,17.9
2010-05-15 00:00:00,0,17.2,23.6,10.9,40,25,3.4,6,4,7,22,48,8,12.4,19.9
2010-05-16 00:00:00,0,18.5,25.9,10.8,44,23,2.1,4,4,7,23,52,8,13.5,22
2010-05-17 00:00:00,0,19.2,25.3,12.2,53,30,1,2,6,6,25,54,10,10.9,17.7
2010-05-18 00:00:00,0,19.4,26.7,10.8,57,26,0.9,1,6,1,29,56,9,11.7,25.3
2010-05-19 00:00:00,0.3,20.4,28.4,13.4,45,22,1.9,5,4,4,27,56,11,15.3,29.3
2010-05-20 00:00:00,0,23.3,30.4,16.1,37,23,2.4,3,4,7,28,52,12,19.8,32
2010-05-21 00:00:00,12.6,22.1,27.8,16.6,50,24,2.9,4,2,2,24,41,17,14.6,26.7
2010-05-22 00:00:00,12.1,15.3,19.8,11.8,70,41,1.5,3,5,5,16,27,12,5.5,11.5
2010-05-23 00:00:00,0,14.8,22.1,7,59,31,1.4,2,6,6,18,34,7,8.2,17.6
2010-05-24 00:00:00,0,18.6,25.9,10.5,54,32,1,2,7,7,26,50,8,11.7,21.7
2010-05-25 00:00:00,0.8,20.6,27.2,14,51,33,2,4,3,4,26,55,11,12.8,23.2
2010-05-26 00:00:00,18.1,16.9,21.5,11.8,75,61,2,4,2,3,18,30,14,5.3,9
2010-05-27 00:00:00,14.5,17.5,21.7,13.8,67,52,1.9,3,2,6,18,32,12,6.9,11.9
2010-05-28 00:00:00,1.4,20,25.1,14.2,58,42,1.3,2,3,5,23,39,12,10.6,17.6
2010-05-29 00:00:00,0,21.5,28.5,13.2,58,35,1.6,3,1,7,27,50,12,12.7,24.3
2010-05-30 00:00:00,0,23.3,29.5,17.5,51,28,1.3,2,6,7,30,55,14,15.7,29
2010-05-31 00:00:00,0,21.9,28.2,15.8,56,42,1.3,2,6,4,24,48,14,12.2,19.3
2010-06-01 00:00:00,1.2,20.4,26.6,16.1,68,55,2,3,2,6,23,44,14,8,15.2
2010-06-02 00:00:00,5.6,17.7,21.5,16.3,87,72,1.4,2,2,2,18,30,16,2.9,6.8
2010-06-03 00:00:00,6.5,16.6,20.6,14.9,84,74,1.8,3,2,2,17,23,13,3.2,5.5
2010-06-04 00:00:00,0,19.6,26,11.7,58,33,2,4,6,6,21,38,11,11.2,21.7
2010-06-05 00:00:00,0,21.1,27.6,11.9,44,23,2.4,5,4,7,25,49,9,15.6,27.7
2010-06-06 00:00:00,0,22,29.6,13.4,48,30,1.6,3,4,7,26,50,10,15.7,28.2
2010-06-07 00:00:00,0,23.2,30.8,15.3,51,29,1.8,4,4,1,29,53,13,16,28.5
2010-06-08 00:00:00,0,24.5,31.6,17.1,52,35,1.8,3,6,7,31,53,15,16.5,27.7
2010-06-09 00:00:00,0,25.6,32.7,18.3,48,24,1.3,2,7,7,31,54,16,19,37
2010-06-10 00:00:00,0,26.7,34,16.9,50,31,1,2,7,7,32,55,15,19.4,34
2010-06-11 00:00:00,8.8,26.6,34.7,19.6,48,28,2.5,4,4,4,29,56,17,19.8,37
2010-06-12 00:00:00,0,26.2,32.6,19.5,42,30,1.8,4,6,4,25,46,15,20.6,33.4
2010-06-13 00:00:00,0,24.6,30.7,19.1,52,38,1.8,2,4,7,28,53,16,15.7,24.8
2010-06-14 00:00:00,0,25.4,32.1,15.6,48,35,2.4,3,5,7,30,53,14,18.5,30
2010-06-15 00:00:00,0,25.8,32.9,18.1,52,35,0.9,2,7,7,33,60,16,18.5,31.8
2010-06-16 00:00:00,0,26.9,33.9,18.3,43,34,1.8,3,4,7,33,59,16,21.3,32.8
2010-06-17 00:00:00,0,25.5,33.2,18.2,51,28,1.4,3,4,4,31,60,16,18,35.1
2010-06-18 00:00:00,0,25.9,31.2,20.6,51,35,1.5,3,2,3,33,59,20,17.2,27.3
2010-06-19 00:00:00,0,26.4,32.4,20.8,48,35,2.1,4,3,5,33,60,,19.1,28.4
2010-06-20 00:00:00,0.7,27.8,36.3,19.6,47,27,1.9,6,6,4,35,61,18,22.7,41.5
2010-06-21 00:00:00,8,25.4,34.6,18.6,55,31,2.9,5,6,4,27,55,20,16.2,37.1
2010-06-22 00:00:00,0,24.7,29.9,19.5,61,48,2.4,4,5,4,29,50,18,13.1,21
2010-06-23 00:00:00,0,22.2,26.9,17.4,53,44,2.3,4,2,7,26,45,16,13,18.7
2010-06-24 00:00:00,0,22.6,27,19.2,40,34,3,4,6,6,27,48,16,16.6,20.6
2010-06-25 00:00:00,0,22.4,28.6,15.6,44,39,2.3,4,5,7,27,52,15,15.8,23.1
2010-06-26 00:00:00,0,23.9,30.3,16.1,41,30,1.9,3,5,7,29,56,14,19,28.6
2010-06-27 00:00:00,0,26.4,32.7,19.3,36,24,1.6,2,7,7,34,62,15,23.5,36.6
2010-06-28 00:00:00,0,26.6,33.8,16.6,38,18,1.6,3,7,7,33,58,14,24.5,41
2010-06-29 00:00:00,0,26.7,33.4,19,37,27,2.3,4,7,7,34,61,17,23.6,34.6
2010-06-30 00:00:00,0,26.3,33.4,15.7,35,19,1.5,2,7,7,33,60,14,24,38.8
2010-07-01 00:00:00,0,26.1,33,17.8,37,24,1.9,3,7,7,34,62,16,23.4,37.2
2010-07-02 00:00:00,0,26.8,35.2,18.5,35,20,1,2,1,7,34,63,16,25.7,42.6
2010-07-03 00:00:00,0,27.1,34.2,18,32,16,2.5,9,4,4,30,58,18,25.4,38.3
2010-07-04 00:00:00,0,27.3,35.3,19.2,32,17,1.8,3,4,4,31,56,16,26.8,45.7
2010-07-05 00:00:00,0.1,28.5,34.5,22.6,28,17,2.8,5,6,6,35,64,,29.1,42.4
2010-07-06 00:00:00,0,27.7,33.6,22,36,27,1.3,2,6,5,35,59,21,24.7,35.8
2010-07-07 00:00:00,0,27.8,34.8,20.6,34,20,1.4,2,4,7,36,63,18,26.7,43.3
2010-07-08 00:00:00,0,28.3,35.2,19.5,35,20,1.5,3,7,7,36,64,,27,44.3
2010-07-09 00:00:00,1.7,28,35.8,20.2,38,22,1.6,3,4,4,33,60,20,25.7,44.7
2010-07-10 00:00:00,3.7,27.8,34,19.2,39,21,2.4,5,5,6,33,58,17,25,39.2
2010-07-11 00:00:00,0,25.4,31.5,16.6,32,18,1.8,3,4,7,32,57,14,23.6,37.1
2010-07-12 00:00:00,0,26.2,32.5,19,33,22,2,3,7,7,34,62,17,24.2,37.3
2010-07-13 00:00:00,0,27.4,35.4,18.5,33,17,1.3,2,7,7,35,62,16,27,46.7
2010-07-14 00:00:00,0,30.3,36.8,25.2,23,16,2.4,6,6,4,34,60,,34.1,50.7
2010-07-15 00:00:00,0,30.2,34.2,26.8,27,16,2.4,4,6,6,31,43,20,31.9,43.8
2010-07-16 00:00:00,0,29.6,37,23,35,26,1.9,3,5,4,32,50,20,28,44.3
2010-07-17 00:00:00,0,29.6,36.2,22.4,35,19,2.1,4,5,4,38,64,21,28.9,47
2010-07-18 00:00:00,0,27.9,33.7,22,41,25,2,4,6,6,34,58,,23.5,37.6
2010-07-19 00:00:00,0,27.4,32.6,20.2,41,25,1.1,2,6,6,36,62,,22.6,36
2010-07-20 00:00:00,0,27.8,34.5,19.2,40,24,1.1,2,4,7,37,65,18,25.3,40.3
2010-07-21 00:00:00,13.6,22.6,32.2,17.4,58,40,1.3,2,6,6,25,42,,12.4,20.3
2010-07-22 00:00:00,0,20.7,27.2,12.5,46,29,1.6,3,7,7,27,51,11,14.5,23.2
2010-07-23 00:00:00,0,21,28.4,12.7,46,29,1.4,4,7,7,29,56,12,15.3,26.2
2010-07-24 00:00:00,0,22,29.2,14.2,47,30,1.5,2,1,1,30,58,11,15.5,26.9
2010-07-25 00:00:00,0,21.9,28.4,14.1,46,23,1.3,3,7,7,29,53,12,16,29.1
2010-07-26 00:00:00,0,23.5,31.1,15.4,37,20,1.6,3,7,7,32,59,13,20.4,34.5
2010-07-27 00:00:00,0,25.4,32.8,15.4,37,21,1.9,3,7,7,32,60,11,23,38
2010-07-28 00:00:00,0,27,32.5,19.1,30,21,2.5,4,7,7,33,59,15,25.9,37.9
2010-07-29 00:00:00,0,25.6,32.3,18.4,35,28,1.9,3,7,7,33,59,14,22.4,33.7
2010-07-30 00:00:00,0,25.1,33.3,17.6,36,25,1.5,3,4,7,31,57,16,21.7,33.5
2010-07-31 00:00:00,0,23.9,29.2,14.8,34,19,1.8,2,7,7,32,60,13,20.8,32
2010-08-01 00:00:00,0,23.6,31.3,15.4,31,16,1.6,2,7,7,31,57,11,22,37.4
2010-08-02 00:00:00,0,25.3,33.2,16.9,30,19,2.1,4,7,7,31,57,14,25.1,39.8
2010-08-03 00:00:00,0,26.6,32.2,20.4,33,25,1.8,3,4,4,28,47,17,23.8,32.1
2010-08-04 00:00:00,0,28.8,35.8,22.4,36,20,1.5,2,2,3,33,55,21,27.1,45
2010-08-05 00:00:00,0,28.3,36,20.4,38,20,0.6,2,6,7,36,65,17,26.4,46
2010-08-06 00:00:00,0,29.1,37,19.1,35,19,1.3,3,4,7,35,60,,29,49.9
2010-08-07 00:00:00,0,28,36.2,17.9,36,21,1.3,2,7,7,35,64,16,26.9,46
2010-08-08 00:00:00,0,28,35.5,20.5,30,18,1.5,2,4,7,36,63,18,28.6,44.1
2010-08-09 00:00:00,0,27.5,34.7,19.5,31,16,1.6,3,7,7,34,61,,27.6,45.2
2010-08-10 00:00:00,0,28.1,35.5,20,32,20,2.5,4,7,7,35,63,18,27.7,43.7
2010-08-11 00:00:00,0,27.5,34.6,18.4,31,22,1.6,3,7,7,34,59,16,26.9,40.2
2010-08-12 00:00:00,0,28.6,36.5,20.5,28,20,1.8,3,7,7,35,63,18,29.9,48.1
2010-08-13 00:00:00,0.4,27.2,35.8,20.7,36,20,1.3,3,6,4,32,62,20,24.6,45.4
2010-08-14 00:00:00,0,29,36,20.5,30,13,2.3,6,3,3,35,62,,30.3,48.9
2010-08-15 00:00:00,0,28.2,35.2,19.6,28,14,1.1,2,7,7,35,63,16,29.5,47.8
2010-08-16 00:00:00,0,28,36,19.5,31,19,1.3,3,7,7,34,62,,28.1,45.2
2010-08-17 00:00:00,0,28,34.9,19.5,31,16,1.6,3,7,7,34,62,,28.6,45.6
2010-08-18 00:00:00,0,27.4,34.8,18.4,30,15,1.1,2,7,7,34,60,16,27.8,44.9
2010-08-19 00:00:00,0,28.5,36,20.7,27,15,1.5,3,7,7,34,62,16,30.5,49.2
2010-08-20 00:00:00,0,28.9,37,19.8,27,16,1.1,2,7,7,32,61,17,31.7,51.1
2010-08-21 00:00:00,0,29.6,38.5,21,25,11,1.9,4,1,7,33,62,18,34.9,58.9
2010-08-22 00:00:00,0,28.7,35.7,21.5,30,15,2.1,4,6,4,34,58,20,29.5,48.1
2010-08-23 00:00:00,3.4,18.6,27.4,13.2,57,32,1.3,2,3,3,25,48,15,9.9,18.6
2010-08-24 00:00:00,0,18.9,27.5,11.1,50,27,1.1,2,7,7,26,53,10,12.8,25
2010-08-25 00:00:00,0,21.7,28.5,12.9,43,24,1,2,7,7,28,55,12,16.4,28.7
2010-08-26 00:00:00,0,23.5,31.2,14.2,37,19,1.4,2,7,7,29,58,14,20.5,35.3
2010-08-27 00:00:00,0,25.2,32.8,15.9,33,17,1.4,2,7,7,31,60,14,23.8,41
2010-08-28 00:00:00,0,26.4,34.3,18,32,17,1.1,2,7,7,31,58,14,25.7,43.2
2010-08-29 00:00:00,0,27,35.6,17.1,27,13,1.6,2,7,7,31,59,14,28.9,49.5
2010-08-30 00:00:00,0,28.7,37,20.5,27,17,2.1,3,7,7,32,60,18,31.1,50.1
2010-08-31 00:00:00,0,28.1,36.2,18.2,27,13,1.6,3,4,7,32,59,13,30.2,50.5
2010-09-01 00:00:00,0,27.4,36.6,21.4,33,18,1.4,2,5,4,28,61,,25.9,42.5
2010-09-02 00:00:00,0,27.5,35.2,20.6,33,22,1.5,2,6,7,30,57,18,26.1,42.7
2010-09-03 00:00:00,0,27.1,35.4,19,32,18,2.8,5,7,7,29,53,16,27,44.5
2010-09-04 00:00:00,0,26.7,34.6,20.4,26,19,2.8,4,7,7,32,59,17,26.8,41.3
2010-09-05 00:00:00,0,26.5,35,16.5,28,12,1.5,3,7,7,31,58,16,27.5,47.1
2010-09-06 00:00:00,0,27.1,35.4,19.2,32,18,1.5,3,4,7,33,59,18,26.4,45.2
2010-09-07 00:00:00,0,26.8,34.4,19.5,32,19,1.5,2,6,7,31,56,18,25.7,41.6
2010-09-08 00:00:00,0,27.5,34.2,21.1,31,16,2.1,4,4,7,31,55,17,27,42.6
2010-09-09 00:00:00,0,25.6,33,15.2,29,15,1.3,2,7,7,29,57,13,25.4,40.4
